id,name,product_variant_ids/uuid,product_variant_ids/categ_id/id,type,lst_price
OBG1030,OBG1030 - Fistule vesico-vaginal à l'HSC,1df30eed-47db-4470-aa26-b43001f08de5,product.categ_services_obstetrics_orders,service,25000
OBG1031,OBG1031 - Fistule vesico-vaginal hors l'HSC,453925d7-b810-43c8-b407-9752935724e7,product.categ_services_obstetrics_orders,service,30000
OBG1032,OBG1032 - Grossesse Extra Utérine/ectopique,0ec7f35e-da4f-4db9-a30b-afc79a518f3c,product.categ_services_obstetrics_orders,service,25000
OBG1033,OBG1033 - Hymenectomie,f3b2e29b-d3be-4927-9a75-283c329db7f9,product.categ_services_obstetrics_orders,service,15000
OBG1034,OBG1034 - Hysterectomie & Ovariectomie,746436a7-7d83-498a-b358-fb92a0dc1424,product.categ_services_obstetrics_orders,service,25000
OBG1035,OBG1035 - Hystérectomie Abdominale ou Totale,f3cd9647-38d7-43a4-97a1-7849539f69f6,product.categ_services_obstetrics_orders,service,25000
OBG1036,OBG1036 - Hystérectomie Radicale ( Wertheim),7a8888ea-8cf4-421d-82b0-1444648c016c,product.categ_services_obstetrics_orders,service,25000
OBG1037,OBG1037 - Hystérectomie Totale + Annexectomie Bilatérale,d752a3b2-974d-4601-a9c7-16dbb38e7eda,product.categ_services_obstetrics_orders,service,30000
OBG1038,OBG1038 - Hystérectomie Vaginale,213f3df0-30ce-426a-a6d0-3d9d9846442d,product.categ_services_obstetrics_orders,service,25000
OBG1039,OBG1039 - Insertion Pessaire,83fd1843-3d49-47bd-9f85-5ab33153de74,product.categ_services_obstetrics_orders,service,5000
OBG1040,OBG1040 - Kystectomie bilaterale,98b31292-6160-4561-b41c-bcb3aafc29c9,product.categ_services_obstetrics_orders,service,25000
OBG1041,OBG1041 - Lacéroraphie + accouchement à l'HSC,0bcb5977-f400-4dd5-8967-d1e5e8f9e44b,product.categ_services_obstetrics_orders,service,11000
OBG1042,OBG1042 - Lacéroraphie + accouchement hors de l'HSC,a401ae6a-37ef-471b-b160-62db66066403,product.categ_services_obstetrics_orders,service,15000
OBG1043,OBG1043 - Laparotomie exploratrice,2dc055ec-efe8-468b-a1f9-79ceee07c1db,product.categ_services_obstetrics_orders,service,30000
OBG1044,OBG1044 - Leep,832e95f0-9d9d-4b5e-8112-b6354d6fd1d6,product.categ_services_obstetrics_orders,service,10000
OBG1045,OBG1045 - Leep (kyste cervical),8cbf55c9-e8d8-4745-bb2a-9330aec9f5a3,product.categ_services_obstetrics_orders,service,10000
OBG1046,OBG1046 - Marsupialisation /Bartholimit,101e6776-f5d0-4cc8-a1fc-8d245a30f75d,product.categ_services_obstetrics_orders,service,10000
OBG1047,OBG1047 - Myomectomie,6445c6f9-1e99-4855-a93c-c048e3794a90,product.categ_services_obstetrics_orders,service,25000
OBG1048,OBG1048 - Myomectomie Reprise (1ère intervention à l'HSC),e5776e4e-ea8c-4268-89fc-c75f49ee1333,product.categ_services_obstetrics_orders,service,7500
OBG1049,OBG1049 - Myomectomie Reprise (1ère intervention hors de l'HSC),ef3dc1bb-45b9-46b0-a936-4ce186dda4be,product.categ_services_obstetrics_orders,service,35000
OBG1050,OBG1050 - Ovariectomie bilaterale,fcd1173b-5000-4a40-9e2b-3c9e14e7754e,product.categ_services_obstetrics_orders,service,25000
OBG1051,OBG1051 - Ovariectomie unilaterale,59e1be8b-d963-4187-9dde-c48e2518d9dc,product.categ_services_obstetrics_orders,service,25000
OBG1052,OBG1052 - Polypectomie du col,868a99e4-8561-4440-b738-a0189bcddec6,product.categ_services_obstetrics_orders,service,10000
OBG1053,OBG1053 - Reprise Laparotomie (1ère intervention à l'HSC),24730392-f230-4fb6-b263-402b5b027d79,product.categ_services_obstetrics_orders,service,10000
OBG1054,OBG1054 - Reprise Laparotomie (1ère intervention hors de l'HSC),331901eb-82bf-4148-8a14-9bbf420d53a2,product.categ_services_obstetrics_orders,service,25000
OBG1055,OBG1055 - Reprise paroi (intervention à l'HSC),56ed4427-a0da-4055-bcad-4e857c883b1f,product.categ_services_obstetrics_orders,service,5000
OBG1056,OBG1056 - Reprise paroi (intervention hors HSC),48747c02-6990-4eda-8a35-eb9bcecae165,product.categ_services_obstetrics_orders,service,15000
OBG1057,OBG1057 - Salpingiectomie - grossesse ectopique,775cea36-be70-4bb5-bb34-e6ac3d61bdab,product.categ_services_obstetrics_orders,service,25000
OBG1058,OBG1058 - Usage Ballonnet de Bakri,af098d76-edf3-46e7-89a2-70b4aabbc548,product.categ_services_obstetrics_orders,service,3000
