id,name,product_variant_ids/uuid,product_variant_ids/categ_id/id,type,lst_price
CHG1029,CHG1029 - Extraction de projectile/Membres inférieurs,e103c2ad-4b1f-41fc-8bcd-c5043b6f9dbd,product.categ_services_general_surgery_orders,service,15000
CHG1030,CHG1030 - Extraction de projectile/Membres supérieurs,4b6e1ad2-1168-4476-9fc9-000f8937f5ef,product.categ_services_general_surgery_orders,service,15000
CHG1031,CHG1031 - Extraction de projectile/Région anale,0a2ab5bc-3e92-4bbe-b7ca-89a0e89d2f38,product.categ_services_general_surgery_orders,service,20000
CHG1032,CHG1032 - Extraction de projectile/Tête ,efae61f4-8b96-4935-a9ff-74fe68cd0452,product.categ_services_general_surgery_orders,service,15000
CHG1033,CHG1033 - Fascite Necrosante (Débridement et lavage-1ère interv.) ,300045cd-96e1-4c6b-87ef-1bd002d5c1ef,product.categ_services_general_surgery_orders,service,15000
CHG1034,CHG1034 - Fascite Necrosante (Débridement et lavage-Reprise) ,069873f3-4e18-4698-9f90-f1138db56e5d,product.categ_services_general_surgery_orders,service,20000
CHG1035,CHG1035 - Fissure anale,3a1664fd-e3e8-4a8e-a854-866d0c6f8ee1,product.categ_services_general_surgery_orders,service,20000
CHG1036,CHG1036 - Fistule - Reparation anale,cc541fc7-c257-4c47-8bd3-1322853905c7,product.categ_services_general_surgery_orders,service,20000
CHG1037,CHG1037 - Gastrectomie,c68ad6f6-c2db-464b-84f1-cc140b6f5ba7,product.categ_services_general_surgery_orders,service,35000
CHG1038,CHG1038 - Gastrostomie,befdb5df-4984-4010-a4c4-907ffb314a9d,product.categ_services_general_surgery_orders,service,20000
CHG1039,CHG1039 - Greffe de peau,76aae092-28af-48f4-a16b-adc05e501fbf,product.categ_services_general_surgery_orders,service,25000
CHG1040,CHG1040 - Gynecomastie,01bf35eb-979e-432e-9fc0-ab80e83ab016,product.categ_services_general_surgery_orders,service,15000
CHG1041,CHG1041 - Hemicolectomie droite ou G,9bdbde22-03c2-4065-93b3-5e8ada00d56d,product.categ_services_general_surgery_orders,service,25000
CHG1042,CHG1042 - Hemorroides,d0cef60a-2321-490d-aedc-c5583708d0f4,product.categ_services_general_surgery_orders,service,15000
CHG1043,CHG1043 - Hepatorraphie,fc9bbaf9-e18a-49c2-a192-19a959137491,product.categ_services_general_surgery_orders,service,25000
CHG1044,CHG1044 - Hernioraphie ombilicale ,f16bcdac-e107-4801-860c-127071289cf2,product.categ_services_general_surgery_orders,service,15000
CHG1045,CHG1045 - Herniorraphie incisionelle  etranglee ,c9d33845-b8fc-4294-a0a3-9253801a3ec3,product.categ_services_general_surgery_orders,service,20000
CHG1046,CHG1046 - Herniorraphie inguinale uni/ bilateral,8baa38fb-5fd1-4bc7-960f-3605bc003d31,product.categ_services_general_surgery_orders,service,20000
CHG1047,CHG1047 - Herniorraphie ombilicale etranglee,c581d5d3-ae13-40c6-9008-17daba93f575,product.categ_services_general_surgery_orders,service,20000
CHG1048,CHG1048 - Herniorraphie ombilicale etranglee/ avec resection anestomose,3c8ebfa4-f8cf-4ef5-b50f-d7f2df5e5cc8,product.categ_services_general_surgery_orders,service,25000
CHG1049,CHG1049 - Hydrocele bilateral,fd9f499f-af29-4c9c-a502-6ca006307b52,product.categ_services_general_surgery_orders,service,25000
CHG1050,CHG1050 - Hydrocele et Kyste du cordon cure,8d775b8b-49cb-4ab5-8341-9c1215085d5b,product.categ_services_general_surgery_orders,service,20000
CHG1051,CHG1051 - Hydrocele unilateral,67fd3bbe-87cf-4e20-a65f-a8607dad5798,product.categ_services_general_surgery_orders,service,20000
CHG1052,CHG1052 - Incision & drainage abces ,10e22448-e8e8-461d-a016-9d45a79172b5,product.categ_services_general_surgery_orders,service,10000
CHG1053,CHG1053 - Invagination intestinale,81fdab73-4ee9-4d39-8270-4c3093d9d117,product.categ_services_general_surgery_orders,service,15000
CHG1054,CHG1054 - Invagination intestinale - Desinvagination,69e43dbf-6ea6-48a5-9b86-99ca50bb3667,product.categ_services_general_surgery_orders,service,20000
CHG1055,CHG1055 - Invagination intestinale - Résection +Anastomose,32373b21-c737-493e-a7a7-343df5a0f0ee,product.categ_services_general_surgery_orders,service,30000
CHG1056,CHG1056 - Kyste du cordon,e66cd685-5e22-4a23-8dbc-2d5434707447,product.categ_services_general_surgery_orders,service,15000
CHG1057,CHG1057 - Kyste Exerese,49d8b749-f6f3-46fa-91b3-9ac7973d5425,product.categ_services_general_surgery_orders,service,10000
CHG1058,CHG1058 - Laparotomie diagnostique,1b5e68cf-a898-4dbe-b152-4cbed7625748,product.categ_services_general_surgery_orders,service,20000
CHG1059,CHG1059 - Laparotomie Exploratrice avec resection ou reparation,18538260-5e24-4f56-b7db-5cbda09f6b4d,product.categ_services_general_surgery_orders,service,25000
CHG1060,CHG1060 - Lipome Exerese,d2e56bd2-0693-4f16-9c6f-5c6a8ca4c72e,product.categ_services_general_surgery_orders,service,10000
CHG1061,CHG1061 - Lithiase renale,e758d670-4cf1-41c6-bc0b-2f8e60ce9b43,product.categ_services_general_surgery_orders,service,25000
CHG1062,CHG1062 - Marisque hemorroidaire,afb25711-21fe-4602-bb9a-879354ff5f50,product.categ_services_general_surgery_orders,service,15000
CHG1063,CHG1063 - Mastectonie +Flapp,690ce3d4-d431-49c7-843f-43ba0f9f3a27,product.categ_services_general_surgery_orders,service,30000
CHG1064,CHG1064 - Mastectonie de propreté,f42bfbdc-09a9-4b04-bf12-a4c19f148e5f,product.categ_services_general_surgery_orders,service,25000
CHG1065,CHG1065 - Mastectonie radicale,348dbbe8-e5bf-4190-a5e4-9ee93153ec21,product.categ_services_general_surgery_orders,service,25000
CHG1066,CHG1066 - Nephrectomie,71b76aa1-e7f8-49c7-8310-10d1a6a720e0,product.categ_services_general_surgery_orders,service,30000
CHG1067,CHG1067 - Occlusion avec resection colique,b98f8b0f-1b86-4c5c-bb4a-4fe03e0426a6,product.categ_services_general_surgery_orders,service,25000
CHG1068,CHG1068 - Occlusion sans resection,a734ae78-d0c1-4800-8bec-f8eca1341f8d,product.categ_services_general_surgery_orders,service,20000
CHG1069,CHG1069 - Occlusion sans resection grele,24d328db-fa37-4ec9-b46f-8ce7493d75c7,product.categ_services_general_surgery_orders,service,25000
CHG1070,CHG1070 - Onicectomie,00dc18ef-9517-4b59-b8ac-f899f1ea7a4c,product.categ_services_general_surgery_orders,service,10000
CHG1071,CHG1071 - Peritonite appendiculaire,993a04db-c04e-49b2-9504-53387c60f018,product.categ_services_general_surgery_orders,service,25000
CHG1072,CHG1072 - Plegmon,b508785b-8083-4e62-ac00-775f88e523ff,product.categ_services_general_surgery_orders,service,10000
CHG1073,CHG1073 - Pylorique stenose,f37c0adf-3fb4-43d5-a73a-fc59e6c7a7dd,product.categ_services_general_surgery_orders,service,25000
CHG1074,CHG1074 - Rectal prolapsus reparation,79ab326c-7790-4cf6-b6c1-436f71dcf4eb,product.categ_services_general_surgery_orders,service,15000
CHG1075,CHG1075 - Rectocele,95d6a196-25b3-44fc-9715-9fd37282805f,product.categ_services_general_surgery_orders,service,15000
CHG1076,CHG1076 - Reintegration Colostomie,8ef13403-b8ab-4e26-8ae0-5ac1978d8271,product.categ_services_general_surgery_orders,service,25000
CHG1077,CHG1077 - Reparation eventration,e7b08e78-c863-40a5-9a58-608d22ef1c4f,product.categ_services_general_surgery_orders,service,20000
CHG1078,CHG1078 - Reprise Dilation Anale (1ère intervention à l'HSC),d9e5f167-9867-4792-8e45-a75165144cc0,product.categ_services_general_surgery_orders,service,10000
CHG1079,CHG1079 - Reprise Dilation Anale (1ère intervention hors de l'HSC),5eb4149e-db38-4e4e-9bec-47173aeaa445,product.categ_services_general_surgery_orders,service,20000
CHG1080,CHG1080 - Splenectomie,c6d55c04-9b59-4321-96eb-8e2a5527bc1b,product.categ_services_general_surgery_orders,service,25000
CHG1081,CHG1081 - Splenorraphie,009dbadd-594c-4e5f-8c3a-b18355bde8e6,product.categ_services_general_surgery_orders,service,25000
CHG1082,CHG1082 - Stenose Hyperthrophique du pylore,d13a9856-4c3e-4bcc-bd8a-e84a26527860,product.categ_services_general_surgery_orders,service,25000
CHG1083,CHG1083 - Thumb granuloma,448aa42a-99c2-40d3-9723-9ca59b949b26,product.categ_services_general_surgery_orders,service,15000
CHG1084,CHG1084 - Tracheostomie,f7e1ff2e-fd72-4b00-ae63-03f623fbc44b,product.categ_services_general_surgery_orders,service,10000
CHG1085,CHG1085 - Ulcere / perforé & suture patching,16b93b1c-fd93-4750-b9fe-5c8233809a11,product.categ_services_general_surgery_orders,service,25000
CHG1086,CHG1086 - Vagotomie & gastrogejunostomie,5661244b-8373-44b1-b186-3219a53ba558,product.categ_services_general_surgery_orders,service,25000
CHG1087,CHG1087 - Vagotomie et Antrectomie,ff9e9036-324f-4619-ad4e-040823c1e67b,product.categ_services_general_surgery_orders,service,40000
CHG1088,CHG1088 - Vagotomie Sélective et Pyloroplastie,fda8c89b-c61a-4d18-9ab6-9339291f2d43,product.categ_services_general_surgery_orders,service,40000
CHG1089,CHG1089 - Vagotomie Supra Sélective,854e0521-549f-4f4f-a2c5-bf63118f0653,product.categ_services_general_surgery_orders,service,40000
CHG1090,CHG1090 - Vagotomie Tronculaire et Dérivation,6cd10e5d-141a-44a0-aafd-cf1ff1b5a869,product.categ_services_general_surgery_orders,service,40000
CHG1091,"CHG1091 - Vagotomie, Dérivation",28f0d61e-e125-4792-a5e9-85e90e043ac4,product.categ_services_general_surgery_orders,service,40000
CHG1092,"CHG1092 - Vagotomie, Pyloroplastie",04effaf8-5de5-4210-9ea0-5785299e1047,product.categ_services_general_surgery_orders,service,40000
CHG1093,CHG1093 - Varices - Stripping,9a7052ee-37b7-4d24-9488-ad4c6103377c,product.categ_services_general_surgery_orders,service,40000
CHG1094,CHG1094 - Vidéolaparoscopie,40e9d1e6-6320-42b1-9c13-345c570bf0a8,product.categ_services_general_surgery_orders,service,40000
CHG1095,CHG1095 - Volvulis Sigmoïde Laparotomie avec resection,94eec2bf-2808-4019-86d6-3c7b07025481,product.categ_services_general_surgery_orders,service,30000
CHG1096,CHG1096 - Volvulis Sigmoïde Laparotomie sans resection,e2fd6548-438c-4299-bc2b-66e20827cfcd,product.categ_services_general_surgery_orders,service,25000
